"","Role","Age","Gender","Race_Eth","School","SQI1","SQI2","SQI3","SQI4","SQI5","SQI6","SQI7","SQI8","SQI9","SQI10","SQI11","SQI12","SQI13","SQI14","SQI15","SQI16","SQI17","SQI18","SQI19","SQI20","SQI21","SQI22","SQI23","SQI24","SQI25","SQI26","SQI27","SQI28","SQI29","SQI30","SQI31","SQI32","SQI33","SQI34","SQI35","SQI36","SQI37","SQI38","SQI39","SQI40","SQI41","SQI42","SQI43","SQI44","SQI45","SQI46","SQI47","SQI48","SQI49","SQI50","SQI51","SQI52","SQI53","SQI54","LEA","State","County","IU","Q166","Q161","Q162","Q163","Q164","ProfessionalRole","Q67","Q68","Q653_1","Q653_2","Q653_3","Q654_1","Q654_2","Q654_3","Q668_1","Q668_2","Q668_3","Q669_1","Q669_2","Q669_3","Q677_1","Q677_2","Q677_3","Q678_1","Q678_2","Q678_3","Q688_1","Q688_2","Q688_3","Q689_1","Q689_2","Q689_3","Q699_1","Q699_2","Q699_3","Q700_1","Q700_2","Q700_3","Q714_1","Q714_2","Q714_3","Q715_1","Q715_2","Q715_3","Q728_1","Q728_2","Q728_3","Q729_1","Q729_2","Q729_3","Q748_1","Q748_2","Q748_3","Q749_1","Q749_2","Q749_3","Q759_1","Q759_2","Q759_3","Q760_1","Q760_2","Q760_3"
"495","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"General Education Teacher","14 to 21","Plum Senior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"496","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Employer or Employee of Business","Under 14,14 to 21,Over 21","Plum Senior High School,Oblock Junior High School,Plum Digital Learning Academy,Other, Please Describe",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"497","I'm a Transition Stakeholder",NA,NA,NA,NA,3,4,4,3,3,3,3,4,3,4,3,3,3,3,4,4,3,3,1,3,1,1,3,3,3,3,3,3,3,4,4,3,3,4,2,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Employer or Employee of Business","Under 14,14 to 21,Over 21","Other, Please Describe",1,1,5,5,5,3,4,4,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,3,3,4,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1
"498","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,3,4,3,3,3,3,3,3,4,4,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","Plum Senior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"499","I'm a Transition Stakeholder",NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"General Education Teacher","14 to 21","Plum Senior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"500","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"General Education Teacher","Over 21","Plum Senior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"501","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"General Education Teacher","Over 21","Plum Senior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"502","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"General Education Teacher","Over 21","Plum Senior High School",3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1
"503","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,1,1,1,1,1,1,3,2,3,2,4,1,1,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Agency Staff (If possible, please list your role and the agency)","14 to 21,Over 21","Plum Senior High School",5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"504","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,3,4,4,3,3,3,3,3,4,3,4,4,4,4,3,2,4,3,4,3,4,4,3,3,4,3,3,4,4,4,3,4,2,3,2,1,1,4,3,1,4,4,4,1,4,3,4,3,3,3,1,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","Plum Senior High School",4,3,1,3,4,4,4,4,4,1,4,3,4,4,4,4,4,3,4,3,3,4,3,3,4,3,3,4,4,4,5,4,4,4,3,3,5,5,5,5,1,3,5,5,5,4,4,1,4,4,3,3,3,3
"505","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,4,3,4,3,4,3,3,2,3,4,2,3,3,4,2,4,3,3,3,2,2,3,2,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","Plum Senior High School",5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
"506","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,3,2,3,4,4,3,3,3,3,3,4,4,1,3,4,2,3,3,3,3,3,3,3,3,4,4,3,3,2,3,4,4,4,3,2,4,2,4,4,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","Plum Senior High School",4,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5
"507","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,4,4,3,3,2,3,3,3,3,2,3,4,3,3,3,2,3,3,3,3,2,3,3,2,3,3,4,2,3,2,2,2,2,2,2,2,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","Plum Senior High School,Plum Digital Learning Academy",5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
"508","I'm a Transition Stakeholder",NA,NA,NA,NA,4,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,1,1,4,4,4,4,3,3,3,3,3,1,3,4,4,3,3,4,3,4,3,2,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","Plum Senior High School",4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"509","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,1,3,4,3,1,1,1,1,1,1,4,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Paraprofessional","14 to 21","Plum Senior High School",5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"510","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,1,1,1,1,1,1,1,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Paraprofessional","14 to 21","Plum Senior High School",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"511","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,4,3,3,3,3,2,3,1,3,3,3,3,3,1,1,3,3,3,3,3,2,3,3,3,1,3,3,1,1,1,1,1,1,1,2,2,4,3,2,3,3,1,1,3,3,1,1,2,2,2,2,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Paraprofessional","14 to 21","Plum Senior High School",4,4,1,3,3,3,1,1,1,3,2,3,1,1,1,3,3,3,1,1,1,1,1,1,3,1,3,1,3,3,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"512","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,1,3,3,3,1,3,1,3,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"General Education Teacher","14 to 21","Plum Senior High School",3,3,3,1,3,3,4,4,4,1,3,3,5,5,4,1,3,3,4,4,4,1,3,3,4,4,4,1,3,3,4,4,4,1,3,3,4,4,4,1,3,3,4,4,4,1,3,3,4,4,4,1,3,3
"513","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"School Administrator","Under 14,14 to 21","Plum Senior High School,Oblock Junior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"514","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,2,2,3,3,3,3,2,2,2,4,3,2,3,4,4,3,3,4,3,3,1,3,3,4,2,2,3,3,4,1,3,3,1,1,1,1,4,1,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","Plum Senior High School",4,4,4,5,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,1,1,1,4,3,2,4,4,4,4,2,2,5,5,4,5,3,4,4,4,4,4,3,3,5,5,5,4,3,3
"515","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,4,3,4,4,3,3,4,4,4,3,3,3,3,4,3,2,4,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,4,4,3,3,3,4,4,3,4,1,3,3,3,3,3,3,3,3,3,3,"Plum Borough","Pennsylvania","Allegheny","Allegheny (IU3)",NA,NA,NA,NA,NA,"Employer or Employee of Business","Under 14","Other, Please Describe",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
"516","I'm a Young Person",20,"Male","Black or African American","South Western High School",3,3,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,3,3,4,4,4,3,3,4,4,3,4,4,1,2,2,3,3,3,3,2,3,3,3,3,3,2,3,1,3,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","I'm a Young Person",18,"Female","White","South Western High School",4,4,4,4,4,3,4,4,4,4,3,4,4,4,1,1,1,2,3,4,4,4,4,4,4,1,1,1,3,1,4,1,1,4,4,1,1,4,1,1,3,1,3,4,1,1,2,4,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","I'm a Young Person",18,"Female","Black or African American","South Western High School",3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,1,2,3,4,1,4,4,4,1,4,4,3,3,2,2,2,3,3,3,3,3,3,3,4,2,3,4,2,2,4,4,2,2,2,3,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","I'm a Young Person",18,"Male","White","South Western High School",3,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,2,1,4,3,4,1,4,4,4,2,3,3,3,2,2,2,3,4,2,2,3,4,4,4,4,4,2,4,1,3,4,4,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","I'm a Young Person",17,"Female","White","South Western High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,2,3,2,2,3,1,3,1,3,2,2,3,4,2,3,4,3,2,3,2,2,3,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","I'm a Young Person",18,"Female","Hispanic, Latino or Spanish origin","South Western High School",3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,3,4,3,3,3,4,2,3,3,2,3,3,3,3,3,2,2,3,3,4,3,3,2,2,3,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","I'm a Young Person",18,"Female","White","South Western High School",3,3,4,3,4,3,3,3,4,3,2,3,3,3,3,3,2,3,4,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,4,2,4,4,2,3,2,2,2,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","I'm a Young Person",17,"Female","I prefer to not to answer","South Western High School",4,3,2,3,3,3,3,3,4,2,3,3,4,3,4,4,1,1,3,3,3,1,2,4,2,3,1,2,2,3,4,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","I'm a Young Person",18,"Male","White","South Western High School",4,3,4,4,4,4,4,3,4,3,3,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,2,3,3,3,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","I'm a Young Person",15,"Female","White","South Western High School",3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,2,2,3,3,2,2,4,2,2,2,3,2,3,4,4,2,4,2,4,4,3,1,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","I'm a Young Person",17,"Male","White","South Western High School",3,4,3,3,4,4,4,4,4,4,3,3,3,4,3,1,2,2,4,4,4,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2,2,3,3,4,3,2,4,3,2,3,3,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","I'm a Young Person",16,"Female","White","South Western High School",4,3,3,4,3,4,3,3,3,3,2,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","I'm a Young Person",16,"Male","White","South Western High School",3,3,3,1,4,3,4,3,2,2,3,4,4,3,1,3,4,1,4,3,3,1,3,4,4,2,1,1,3,3,3,2,3,4,2,2,1,3,4,4,3,4,3,4,2,2,3,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","I'm a Young Person",17,"Female","White","South Western High School",4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,4,3,3,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,1,3,4,3,2,1,1,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","I'm a Young Person",16,"Male","White","South Western High School",2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","I'm a Young Person",18,"Male","White","South Western High School",1,1,2,2,3,3,3,1,2,3,3,2,1,2,2,1,2,2,4,3,1,3,1,2,2,3,3,3,2,3,1,3,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","I'm a Young Person",18,"Female","Bi-Racial","South Western High School",3,4,3,3,4,4,4,4,4,3,3,4,4,4,1,1,1,1,4,3,4,3,3,3,3,2,3,3,1,3,3,2,1,3,2,1,3,3,2,3,3,1,2,4,1,1,3,4,1,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","I'm a Young Person",24,"Female","Black or African American","Graduated or No Longer in High School",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,2,3,1,4,3,3,2,2,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
